x, y, z 
0.5500	0.0020	0.4821
0.5486	0.0020	0.4835
0.5472	0.0020	0.4849
0.5458	0.0020	0.4864
0.5443	0.0020	0.4878
0.5429	0.0020	0.4892
0.5415	0.0020	0.4906
0.5401	0.0020	0.4920
0.5387	0.0020	0.4934
0.5373	0.0020	0.4948
0.5359	0.0020	0.4963
0.5344	0.0020	0.4977
0.5330	0.0020	0.4991
0.5316	0.0020	0.5005
0.5302	0.0020	0.5019
0.5288	0.0020	0.5033
0.5274	0.0020	0.5047
0.5260	0.0020	0.5062
0.5245	0.0020	0.5076
0.5231	0.0020	0.5090
0.5217	0.0020	0.5104
0.5203	0.0020	0.5118
0.5189	0.0020	0.5132
0.5175	0.0020	0.5146
0.5161	0.0020	0.5161
0.5146	0.0020	0.5175
0.5132	0.0020	0.5189
0.5118	0.0020	0.5203
0.5104	0.0020	0.5217
0.5090	0.0020	0.5231
0.5076	0.0020	0.5245
0.5062	0.0020	0.5260
0.5047	0.0020	0.5274
0.5033	0.0020	0.5288
0.5019	0.0020	0.5302
0.5005	0.0020	0.5316
0.4991	0.0020	0.5330
0.4977	0.0020	0.5344
0.4963	0.0020	0.5359
0.4948	0.0020	0.5373
0.4934	0.0020	0.5387
0.4920	0.0020	0.5401
0.4906	0.0020	0.5415
0.4892	0.0020	0.5429
0.4878	0.0020	0.5443
0.4864	0.0020	0.5458
0.4849	0.0020	0.5472
0.4835	0.0020	0.5486
0.4821	0.0020	0.5500
0.5500	0.0040	0.4821
0.5486	0.0040	0.4835
0.5472	0.0040	0.4849
0.5458	0.0040	0.4864
0.5443	0.0040	0.4878
0.5429	0.0040	0.4892
0.5415	0.0040	0.4906
0.5401	0.0040	0.4920
0.5387	0.0040	0.4934
0.5373	0.0040	0.4948
0.5359	0.0040	0.4963
0.5344	0.0040	0.4977
0.5330	0.0040	0.4991
0.5316	0.0040	0.5005
0.5302	0.0040	0.5019
0.5288	0.0040	0.5033
0.5274	0.0040	0.5047
0.5260	0.0040	0.5062
0.5245	0.0040	0.5076
0.5231	0.0040	0.5090
0.5217	0.0040	0.5104
0.5203	0.0040	0.5118
0.5189	0.0040	0.5132
0.5175	0.0040	0.5146
0.5161	0.0040	0.5161
0.5146	0.0040	0.5175
0.5132	0.0040	0.5189
0.5118	0.0040	0.5203
0.5104	0.0040	0.5217
0.5090	0.0040	0.5231
0.5076	0.0040	0.5245
0.5062	0.0040	0.5260
0.5047	0.0040	0.5274
0.5033	0.0040	0.5288
0.5019	0.0040	0.5302
0.5005	0.0040	0.5316
0.4991	0.0040	0.5330
0.4977	0.0040	0.5344
0.4963	0.0040	0.5359
0.4948	0.0040	0.5373
0.4934	0.0040	0.5387
0.4920	0.0040	0.5401
0.4906	0.0040	0.5415
0.4892	0.0040	0.5429
0.4878	0.0040	0.5443
0.4864	0.0040	0.5458
0.4849	0.0040	0.5472
0.4835	0.0040	0.5486
0.4821	0.0040	0.5500
0.5500	0.0060	0.4821
0.5486	0.0060	0.4835
0.5472	0.0060	0.4849
0.5458	0.0060	0.4864
0.5443	0.0060	0.4878
0.5429	0.0060	0.4892
0.5415	0.0060	0.4906
0.5401	0.0060	0.4920
0.5387	0.0060	0.4934
0.5373	0.0060	0.4948
0.5359	0.0060	0.4963
0.5344	0.0060	0.4977
0.5330	0.0060	0.4991
0.5316	0.0060	0.5005
0.5302	0.0060	0.5019
0.5288	0.0060	0.5033
0.5274	0.0060	0.5047
